HUMAN00001	ENSG00000186092
HUMAN19942	ENSG00000100219
HUMAN19944	ENSG00000183579
HUMAN19945	ENSG00000100249
HUMAN19946	ENSG00000183762
HUMAN19947	ENSG00000186998
HUMAN19948	ENSG00000100263
HUMAN19950	ENSG00000182944
HUMAN19951	ENSG00000185340
HUMAN19952	ENSG00000100276
HUMAN19953	ENSG00000100280
HUMAN19955	ENSG00000128250
HUMAN19956	ENSG00000100285
HUMAN19957	ENSG00000100296
HUMAN19958	ENSG00000184117
HUMAN19959	ENSG00000186575
HUMAN19960	ENSG00000100314
HUMAN19961	ENSG00000100319
HUMAN19962	ENSG00000184076
HUMAN19964	ENSG00000100325
HUMAN19967	ENSG00000100330
HUMAN19968	ENSG00000176635
HUMAN19969	ENSG00000128342
HUMAN19970	ENSG00000099985
HUMAN19971	ENSG00000239282
HUMAN19975	ENSG00000099992
HUMAN19976	ENSG00000099995
HUMAN19977	ENSG00000187860
HUMAN19981	ENSG00000099999
HUMAN19982	ENSG00000100003
HUMAN19986	ENSG00000242114
HUMAN19990	ENSG00000100012
HUMAN19992	ENSG00000133488
HUMAN19995	ENSG00000214491
HUMAN19996	ENSG00000128242
HUMAN19997	ENSG00000100029
HUMAN19998	ENSG00000185339
HUMAN19999	ENSG00000100036
HUMAN20002	ENSG00000167065
HUMAN20003	ENSG00000184792
HUMAN20006	ENSG00000133422
HUMAN20007	ENSG00000183963
HUMAN20010	ENSG00000198832
HUMAN20011	ENSG00000185133
HUMAN20012	ENSG00000100078
HUMAN20013	ENSG00000138942
HUMAN20015	ENSG00000182541
HUMAN20018	ENSG00000100100
HUMAN20021	ENSG00000100105
HUMAN20023	ENSG00000185721
HUMAN20024	ENSG00000184708
HUMAN20026	ENSG00000198089
HUMAN20028	ENSG00000241878
HUMAN20031	ENSG00000183530
HUMAN20033	ENSG00000100150
HUMAN20035	ENSG00000128245
HUMAN20038	ENSG00000100170
HUMAN20039	ENSG00000205856
HUMAN20040	ENSG00000128253
HUMAN20041	ENSG00000279219
HUMAN20042	ENSG00000100191
HUMAN20043	ENSG00000128276
HUMAN20044	ENSG00000205853
HUMAN20046	ENSG00000100220
HUMAN20047	ENSG00000184459
HUMAN20048	ENSG00000100225
HUMAN20049	ENSG00000185666
HUMAN20050	ENSG00000100234
HUMAN20052	ENSG00000133424
HUMAN20053	ENSG00000175329
HUMAN20054	ENSG00000100281
HUMAN20055	ENSG00000100284
HUMAN20058	ENSG00000100292
HUMAN20059	ENSG00000100297
HUMAN20061	ENSG00000100302
HUMAN20062	ENSG00000198125
HUMAN20063	ENSG00000221963
HUMAN20064	ENSG00000128313
HUMAN20065	ENSG00000100320
HUMAN20066	ENSG00000128284
HUMAN20072	ENSG00000100336
HUMAN20075	ENSG00000128335
HUMAN20076	ENSG00000100342
HUMAN20080	ENSG00000100345
HUMAN20081	ENSG00000100348
HUMAN20083	ENSG00000100350
HUMAN20084	ENSG00000100353
HUMAN20086	ENSG00000166862
HUMAN20087	ENSG00000100360
HUMAN20089	ENSG00000100362
HUMAN20090	ENSG00000100365
HUMAN20092	ENSG00000100368
HUMAN20093	ENSG00000185264
HUMAN20094	ENSG00000128311
HUMAN20095	ENSG00000128309
HUMAN20097	ENSG00000100379
HUMAN20099	ENSG00000187045
HUMAN20101	ENSG00000100385
HUMAN20103	ENSG00000133466
HUMAN20105	ENSG00000278195
HUMAN20106	ENSG00000128340
HUMAN20108	ENSG00000100055
HUMAN20110	ENSG00000166897
HUMAN20111	ENSG00000100060
HUMAN20113	ENSG00000100065
HUMAN20114	ENSG00000128283
HUMAN20115	ENSG00000100079
HUMAN20116	ENSG00000100083
HUMAN20117	ENSG00000100092
HUMAN20118	ENSG00000241360
HUMAN20119	ENSG00000100097
HUMAN20122	ENSG00000273899
HUMAN20123	ENSG00000100106
HUMAN20126	ENSG00000189060
HUMAN20127	ENSG00000100116
HUMAN20129	ENSG00000128310
HUMAN20130	ENSG00000100124
HUMAN20131	ENSG00000100129
HUMAN20134	ENSG00000100139
HUMAN20135	ENSG00000128346
HUMAN20136	ENSG00000100142
HUMAN20145	ENSG00000100146
HUMAN20146	ENSG00000100151
HUMAN20148	ENSG00000100156
HUMAN20149	ENSG00000128298
HUMAN20150	ENSG00000184381
HUMAN20155	ENSG00000185022
HUMAN20156	ENSG00000198792
HUMAN20160	ENSG00000213923
HUMAN20162	ENSG00000168135
HUMAN20163	ENSG00000100196
HUMAN20164	ENSG00000100201
HUMAN20166	ENSG00000100206
HUMAN20167	ENSG00000184949
HUMAN20168	ENSG00000100211
HUMAN20169	ENSG00000100216
HUMAN20170	ENSG00000100221
HUMAN20171	ENSG00000100226
HUMAN20174	ENSG00000100242
HUMAN20178	ENSG00000100246
HUMAN20180	ENSG00000221890
HUMAN20181	ENSG00000183741
HUMAN20182	ENSG00000128383
HUMAN20183	ENSG00000179750
HUMAN20184	ENSG00000244509
HUMAN20185	ENSG00000243811
HUMAN20186	ENSG00000128394
HUMAN20188	ENSG00000239713
HUMAN20189	ENSG00000100298
HUMAN20190	ENSG00000100307
HUMAN20191	ENSG00000100311
HUMAN20192	ENSG00000100316
HUMAN20195	ENSG00000100321
HUMAN20199	ENSG00000100324
HUMAN20200	ENSG00000128268
HUMAN20202	ENSG00000100335
HUMAN20204	ENSG00000128272
HUMAN20205	ENSG00000187051
HUMAN20207	ENSG00000100346
HUMAN20208	ENSG00000176177
HUMAN20209	ENSG00000100351
HUMAN20210	ENSG00000133477
HUMAN20212	ENSG00000100354
HUMAN20213	ENSG00000239900
HUMAN20217	ENSG00000100359
HUMAN20219	ENSG00000196588
HUMAN20222	ENSG00000128285
HUMAN20223	ENSG00000100372
HUMAN20227	ENSG00000100380
HUMAN20228	ENSG00000196236
HUMAN20231	ENSG00000172404
HUMAN20232	ENSG00000100387
HUMAN20233	ENSG00000100393
HUMAN20234	ENSG00000100395
HUMAN20236	ENSG00000100399
HUMAN20237	ENSG00000100401
HUMAN20238	ENSG00000100403
HUMAN20239	ENSG00000167074
HUMAN20240	ENSG00000183864
HUMAN20241	ENSG00000100410
HUMAN20242	ENSG00000100412
HUMAN20243	ENSG00000100413
HUMAN20246	ENSG00000172346
HUMAN20248	ENSG00000100417
HUMAN20250	ENSG00000100418
HUMAN20251	ENSG00000196419
HUMAN20252	ENSG00000100138
HUMAN20253	ENSG00000184208
HUMAN20254	ENSG00000167077
HUMAN20255	ENSG00000100147
HUMAN20256	ENSG00000198911
HUMAN20258	ENSG00000234965
HUMAN20259	ENSG00000159958
HUMAN20260	ENSG00000100162
HUMAN20263	ENSG00000100167
HUMAN20264	ENSG00000183066
HUMAN20265	ENSG00000198951
HUMAN20266	ENSG00000177096
HUMAN20267	ENSG00000183172
HUMAN20268	ENSG00000184983
HUMAN20269	ENSG00000100197
HUMAN20270	ENSG00000205702
HUMAN20271	ENSG00000100207
HUMAN20272	ENSG00000235568
HUMAN20273	ENSG00000189306
HUMAN20275	ENSG00000183569
HUMAN20276	ENSG00000100227
HUMAN20278	ENSG00000100243
HUMAN20279	ENSG00000249222
HUMAN20280	ENSG00000128274
HUMAN20281	ENSG00000242247
HUMAN20283	ENSG00000100266
HUMAN20285	ENSG00000100271
HUMAN20286	ENSG00000100290
HUMAN20287	ENSG00000100294
HUMAN20289	ENSG00000100300
HUMAN20290	ENSG00000100304
HUMAN20291	ENSG00000159307
HUMAN20294	ENSG00000186732
HUMAN20295	ENSG00000186976
HUMAN20296	ENSG00000130540
HUMAN20297	ENSG00000100341
HUMAN20298	ENSG00000100344
HUMAN20299	ENSG00000100347
HUMAN20301	ENSG00000188677
HUMAN20303	ENSG00000138964
HUMAN20306	ENSG00000138944
HUMAN20307	ENSG00000188636
HUMAN20308	ENSG00000186654
HUMAN20310	ENSG00000248405
HUMAN20311	ENSG00000241484
HUMAN20313	ENSG00000056487
HUMAN20314	ENSG00000093000
HUMAN20316	ENSG00000100364
HUMAN20321	ENSG00000100373
HUMAN20322	ENSG00000100376
HUMAN20325	ENSG00000077935
HUMAN20326	ENSG00000128408
HUMAN20328	ENSG00000077942
HUMAN20332	ENSG00000130638
HUMAN20335	ENSG00000188064
HUMAN20337	ENSG00000182257
HUMAN20338	ENSG00000186951
HUMAN20339	ENSG00000205643
HUMAN20341	ENSG00000130943
HUMAN20343	ENSG00000075234
HUMAN20346	ENSG00000075218
HUMAN20347	ENSG00000100416
HUMAN20348	ENSG00000075275
HUMAN20349	ENSG00000075240
HUMAN20351	ENSG00000100422
HUMAN20352	ENSG00000054611
HUMAN20356	ENSG00000278881
HUMAN20358	ENSG00000219438
HUMAN20360	ENSG00000100425
HUMAN20361	ENSG00000100426
HUMAN20362	ENSG00000182858
HUMAN20364	ENSG00000184164
HUMAN20365	ENSG00000198355
HUMAN20366	ENSG00000188263
HUMAN20367	ENSG00000138892
HUMAN20368	ENSG00000100427
HUMAN20369	ENSG00000073146
HUMAN20371	ENSG00000073150
HUMAN20373	ENSG00000170638
HUMAN20374	ENSG00000073169
HUMAN20375	ENSG00000128159
HUMAN20376	ENSG00000100429
HUMAN20377	ENSG00000188130
HUMAN20379	ENSG00000185386
HUMAN20380	ENSG00000196576
HUMAN20382	ENSG00000205593
HUMAN20384	ENSG00000100239
HUMAN20385	ENSG00000100241
HUMAN20386	ENSG00000128165
HUMAN20387	ENSG00000100253
HUMAN20388	ENSG00000100258
HUMAN20390	ENSG00000025770
HUMAN20391	ENSG00000130489
HUMAN20392	ENSG00000025708
HUMAN20393	ENSG00000177989
HUMAN20394	ENSG00000130487
HUMAN20395	ENSG00000217442
HUMAN20396	ENSG00000205560
HUMAN20398	ENSG00000100288
HUMAN20399	ENSG00000008735
HUMAN20401	ENSG00000100299
HUMAN20402	ENSG00000251322
HUMAN20403	ENSG00000100312
HUMAN20405	ENSG00000079974
HUMAN20407	ENSG00000134121
HUMAN20409	ENSG00000134115
HUMAN20412	ENSG00000144619
HUMAN20414	ENSG00000091181
HUMAN20415	ENSG00000072756
HUMAN20419	ENSG00000113851
HUMAN20421	ENSG00000144455
HUMAN20422	ENSG00000175928
HUMAN20423	ENSG00000170364
HUMAN20425	ENSG00000150995
HUMAN20426	ENSG00000134107
HUMAN20427	ENSG00000134108
HUMAN20430	ENSG00000134109
HUMAN20433	ENSG00000196277
HUMAN20435	ENSG00000071282
HUMAN20436	ENSG00000125046
HUMAN20441	ENSG00000182533
HUMAN20442	ENSG00000180914
HUMAN20444	ENSG00000070950
HUMAN20445	ENSG00000196220
HUMAN20446	ENSG00000134077
HUMAN20449	ENSG00000168137
HUMAN20450	ENSG00000156959
HUMAN20451	ENSG00000163719
HUMAN20455	ENSG00000144550
HUMAN20456	ENSG00000156983
HUMAN20458	ENSG00000114026
HUMAN20460	ENSG00000134072
HUMAN20463	ENSG00000171148
HUMAN20464	ENSG00000241553
HUMAN20466	ENSG00000250151
HUMAN20469	ENSG00000214021
HUMAN20471	ENSG00000156990
HUMAN20474	ENSG00000187288
HUMAN20475	ENSG00000171135
HUMAN20476	ENSG00000163701
HUMAN20479	ENSG00000163702
HUMAN20480	ENSG00000163703
HUMAN20482	ENSG00000163704
HUMAN20483	ENSG00000125037
HUMAN20485	ENSG00000144554
HUMAN20487	ENSG00000163705
HUMAN20489	ENSG00000254999
HUMAN20490	ENSG00000134086
HUMAN20491	ENSG00000134070
HUMAN20492	ENSG00000157014
HUMAN20493	ENSG00000157017
HUMAN20497	ENSG00000157020
HUMAN20498	ENSG00000157087
HUMAN20499	ENSG00000132164
HUMAN20500	ENSG00000157103
HUMAN20501	ENSG00000196639
HUMAN20502	ENSG00000197548
HUMAN20504	ENSG00000144560
HUMAN20508	ENSG00000144559
HUMAN20510	ENSG00000157152
HUMAN20512	ENSG00000157150
HUMAN20513	ENSG00000132170
HUMAN20515	ENSG00000154743
HUMAN20517	ENSG00000225526
HUMAN20518	ENSG00000075975
HUMAN20519	ENSG00000132155
HUMAN20520	ENSG00000088726
HUMAN20522	ENSG00000144712
HUMAN20524	ENSG00000144713
HUMAN20525	ENSG00000144711
HUMAN20526	ENSG00000132182
HUMAN20527	ENSG00000163517
HUMAN20529	ENSG00000163520
HUMAN20532	ENSG00000154764
HUMAN20533	ENSG00000163528
HUMAN20534	ENSG00000170876
HUMAN20537	ENSG00000154767
HUMAN20538	ENSG00000170860
HUMAN20539	ENSG00000131389
HUMAN20540	ENSG00000144596
HUMAN20542	ENSG00000154781
HUMAN20543	ENSG00000131379
HUMAN20544	ENSG00000154783
HUMAN20545	ENSG00000177463
HUMAN20547	ENSG00000131368
HUMAN20549	ENSG00000131381
HUMAN20552	ENSG00000131375
HUMAN20553	ENSG00000131370
HUMAN20554	ENSG00000206562
HUMAN20558	ENSG00000144597
HUMAN20559	ENSG00000206561
HUMAN20560	ENSG00000131373
HUMAN20562	ENSG00000169814
HUMAN20563	ENSG00000206560
HUMAN20565	ENSG00000131386
HUMAN20567	ENSG00000154813
HUMAN20568	ENSG00000154814
HUMAN20571	ENSG00000131378
HUMAN20572	ENSG00000092345
HUMAN20574	ENSG00000154822
HUMAN20575	ENSG00000131374
HUMAN20576	ENSG00000182568
HUMAN20579	ENSG00000183960
HUMAN20580	ENSG00000163576
HUMAN20581	ENSG00000144566
HUMAN20583	ENSG00000183977
HUMAN20584	ENSG00000114166
HUMAN20585	ENSG00000129810
HUMAN20586	ENSG00000151789
HUMAN20588	ENSG00000182247
HUMAN20593	ENSG00000170142
HUMAN20594	ENSG00000197885
HUMAN20595	ENSG00000174748
HUMAN20597	ENSG00000174738
HUMAN20598	ENSG00000151090
HUMAN20601	ENSG00000077092
HUMAN20602	ENSG00000077097
HUMAN20603	ENSG00000151092
HUMAN20604	ENSG00000151093
HUMAN20605	ENSG00000179796
HUMAN20606	ENSG00000163491
HUMAN20607	ENSG00000033867
HUMAN20608	ENSG00000163508
HUMAN20610	ENSG00000187118
HUMAN20612	ENSG00000163512
HUMAN20614	ENSG00000206559
HUMAN20618	ENSG00000144642
HUMAN20621	ENSG00000163513
HUMAN20622	ENSG00000144644
HUMAN20623	ENSG00000163527
HUMAN20624	ENSG00000144645
HUMAN20626	ENSG00000197385
HUMAN20627	ENSG00000152642
HUMAN20628	ENSG00000170293
HUMAN20629	ENSG00000153551
HUMAN20631	ENSG00000091317
HUMAN20632	ENSG00000144635
HUMAN20635	ENSG00000182973
HUMAN20636	ENSG00000206557
HUMAN20637	ENSG00000183813
HUMAN20638	ENSG00000170266
HUMAN20640	ENSG00000188167
HUMAN20641	ENSG00000170275
HUMAN20642	ENSG00000173705
HUMAN20643	ENSG00000153558
HUMAN20648	ENSG00000153560
HUMAN20650	ENSG00000163539
HUMAN20653	ENSG00000170248
HUMAN20656	ENSG00000172995
HUMAN20658	ENSG00000144681
HUMAN20659	ENSG00000163673
HUMAN20660	ENSG00000168016
HUMAN20662	ENSG00000178567
HUMAN20664	ENSG00000076242
HUMAN20666	ENSG00000093167
HUMAN20667	ENSG00000144674
HUMAN20669	ENSG00000144668
HUMAN20670	ENSG00000144677
HUMAN20675	ENSG00000136059
HUMAN20676	ENSG00000187091
HUMAN20677	ENSG00000008226
HUMAN20678	ENSG00000060971
HUMAN20680	ENSG00000172936
HUMAN20681	ENSG00000172939
HUMAN20683	ENSG00000172940
HUMAN20684	ENSG00000144671
HUMAN20686	ENSG00000093217
HUMAN20687	ENSG00000114739
HUMAN20688	ENSG00000157036
HUMAN20691	ENSG00000183873
HUMAN20692	ENSG00000185313
HUMAN20693	ENSG00000168356
HUMAN20694	ENSG00000114742
HUMAN20695	ENSG00000114745
HUMAN20698	ENSG00000168026
HUMAN20700	ENSG00000144655
HUMAN20701	ENSG00000168334
HUMAN20702	ENSG00000168329
HUMAN20703	ENSG00000179934
HUMAN20704	ENSG00000144659
HUMAN20705	ENSG00000168028
HUMAN20708	ENSG00000168314
HUMAN20709	ENSG00000170011
HUMAN20710	ENSG00000114784
HUMAN20711	ENSG00000168032
HUMAN20713	ENSG00000188846
HUMAN20715	ENSG00000177873
HUMAN20716	ENSG00000177842
HUMAN20718	ENSG00000172888
HUMAN20719	ENSG00000168036
HUMAN20720	ENSG00000168038
HUMAN20721	ENSG00000182606
HUMAN20725	ENSG00000187094
HUMAN20726	ENSG00000157093
HUMAN20727	ENSG00000114812
HUMAN20729	ENSG00000093183
HUMAN20731	ENSG00000008324
HUMAN20732	ENSG00000114857
HUMAN20734	ENSG00000114853
HUMAN20735	ENSG00000157119
HUMAN20736	ENSG00000244607
HUMAN20737	ENSG00000010282
HUMAN20738	ENSG00000181061
HUMAN20739	ENSG00000144648
HUMAN20740	ENSG00000273291
HUMAN20741	ENSG00000240747
HUMAN20742	ENSG00000180432
HUMAN20743	ENSG00000182983
HUMAN20745	ENSG00000144649
HUMAN20746	ENSG00000144647
HUMAN20747	ENSG00000163788
HUMAN20748	ENSG00000160746
HUMAN20750	ENSG00000011198
HUMAN20751	ENSG00000173769
HUMAN20753	ENSG00000179152
HUMAN20754	ENSG00000225873
HUMAN20755	ENSG00000185219
HUMAN20756	ENSG00000178917
HUMAN20757	ENSG00000196345
HUMAN20759	ENSG00000144792
HUMAN20760	ENSG00000186448
HUMAN20762	ENSG00000169981
HUMAN20763	ENSG00000196653
HUMAN20764	ENSG00000186446
HUMAN20765	ENSG00000163807
HUMAN20766	ENSG00000163808
HUMAN20768	ENSG00000169964
HUMAN20769	ENSG00000163810
HUMAN20772	ENSG00000163812
HUMAN20773	ENSG00000075914
HUMAN20774	ENSG00000163815
HUMAN20775	ENSG00000163814
HUMAN20776	ENSG00000249992
HUMAN20777	ENSG00000011376
HUMAN20778	ENSG00000144791
HUMAN20779	ENSG00000211456
HUMAN20780	ENSG00000163817
HUMAN20781	ENSG00000163818
HUMAN20784	ENSG00000173585
HUMAN20786	ENSG00000163820
HUMAN20787	ENSG00000172215
HUMAN20788	ENSG00000173578
HUMAN20789	ENSG00000183625
HUMAN20790	ENSG00000163823
HUMAN20791	ENSG00000121807
HUMAN20793	ENSG00000160791
HUMAN20794	ENSG00000121797
HUMAN20795	ENSG00000012223
HUMAN20796	ENSG00000163825
HUMAN20797	ENSG00000163827
HUMAN20798	ENSG00000241186
HUMAN20800	ENSG00000283473
HUMAN20801	ENSG00000178038
HUMAN20802	ENSG00000181585
HUMAN20803	ENSG00000206549
HUMAN20804	ENSG00000261603
HUMAN20805	ENSG00000188086
HUMAN20807	ENSG00000178055
HUMAN20808	ENSG00000160808
HUMAN20809	ENSG00000160801
HUMAN20810	ENSG00000160799
HUMAN20811	ENSG00000160796
HUMAN20812	ENSG00000181555
HUMAN20813	ENSG00000088727
HUMAN20816	ENSG00000114648
HUMAN20817	ENSG00000076201
HUMAN20818	ENSG00000114650
HUMAN20819	ENSG00000163832
HUMAN20822	ENSG00000114646
HUMAN20823	ENSG00000173473
HUMAN20825	ENSG00000132153
HUMAN20826	ENSG00000047849
HUMAN20828	ENSG00000164045
HUMAN20829	ENSG00000164047
HUMAN20830	ENSG00000164048
HUMAN20833	ENSG00000172113
HUMAN20835	ENSG00000229453
HUMAN20836	ENSG00000164049
HUMAN20837	ENSG00000164050
HUMAN20838	ENSG00000164051
HUMAN20839	ENSG00000232112
HUMAN20840	ENSG00000164053
HUMAN20842	ENSG00000213689
HUMAN20843	ENSG00000164054
HUMAN20849	ENSG00000114268
HUMAN20852	ENSG00000145040
HUMAN20853	ENSG00000114270
HUMAN20855	ENSG00000010256
HUMAN20857	ENSG00000183396
HUMAN20858	ENSG00000225697
HUMAN20860	ENSG00000008300
HUMAN20861	ENSG00000213672
HUMAN20862	ENSG00000068745
HUMAN20869	ENSG00000114302
HUMAN20871	ENSG00000178537
HUMAN20873	ENSG00000221883
HUMAN20874	ENSG00000177479
HUMAN20876	ENSG00000178467
HUMAN20878	ENSG00000178252
HUMAN20882	ENSG00000178149
HUMAN20883	ENSG00000178057
HUMAN20884	ENSG00000178035
HUMAN20885	ENSG00000198218
HUMAN20886	ENSG00000172053
HUMAN20890	ENSG00000172046
HUMAN20891	ENSG00000172037
HUMAN20892	ENSG00000177352
HUMAN20893	ENSG00000185909
HUMAN20894	ENSG00000236980
HUMAN20895	ENSG00000173421
HUMAN20897	ENSG00000188315
HUMAN20898	ENSG00000114316
HUMAN20901	ENSG00000233276
HUMAN20903	ENSG00000067560
HUMAN20905	ENSG00000145022
HUMAN20906	ENSG00000145020
HUMAN20910	ENSG00000283189
HUMAN20911	ENSG00000173402
HUMAN20912	ENSG00000164061
HUMAN20913	ENSG00000164062
HUMAN20914	ENSG00000173531
HUMAN20915	ENSG00000164068
HUMAN20917	ENSG00000176020
HUMAN20918	ENSG00000173540
HUMAN20919	ENSG00000176095
HUMAN20920	ENSG00000187492
HUMAN20922	ENSG00000185614
HUMAN20923	ENSG00000182179
HUMAN20924	ENSG00000183763
HUMAN20925	ENSG00000164076
HUMAN20926	ENSG00000164078
HUMAN20927	ENSG00000164077
HUMAN20928	ENSG00000004534
HUMAN20929	ENSG00000003756
HUMAN20931	ENSG00000001617
HUMAN20932	ENSG00000114349
HUMAN20933	ENSG00000188338
HUMAN20935	ENSG00000114353
HUMAN20936	ENSG00000012171
HUMAN20937	ENSG00000179564
HUMAN20938	ENSG00000214706
HUMAN20939	ENSG00000186792
HUMAN20940	ENSG00000243477
HUMAN20941	ENSG00000114378
HUMAN20942	ENSG00000068001
HUMAN20943	ENSG00000114383
HUMAN20945	ENSG00000068028
HUMAN20947	ENSG00000004838
HUMAN20948	ENSG00000114388
HUMAN20949	ENSG00000114395
HUMAN20951	ENSG00000126062
HUMAN20952	ENSG00000007402
HUMAN20953	ENSG00000088543
HUMAN20956	ENSG00000114735
HUMAN20957	ENSG00000114737
HUMAN20958	ENSG00000114738
HUMAN20959	ENSG00000088538
HUMAN20960	ENSG00000145050
HUMAN20961	ENSG00000259956
HUMAN20962	ENSG00000145041
HUMAN20963	ENSG00000164080
HUMAN20964	ENSG00000164081
HUMAN20965	ENSG00000164082
HUMAN20966	ENSG00000214686
HUMAN20967	ENSG00000229972
HUMAN20968	ENSG00000184345
HUMAN20969	ENSG00000214681
HUMAN20970	ENSG00000173389
HUMAN20972	ENSG00000114767
HUMAN20973	ENSG00000041880
HUMAN20974	ENSG00000180929
HUMAN20975	ENSG00000090097
HUMAN20976	ENSG00000114779
HUMAN20980	ENSG00000248487
HUMAN20985	ENSG00000114786
HUMAN20987	ENSG00000162244
HUMAN20990	ENSG00000164086
HUMAN20991	ENSG00000164087
HUMAN20992	ENSG00000023330
HUMAN20994	ENSG00000173366
HUMAN20996	ENSG00000247596
HUMAN20997	ENSG00000164088
HUMAN20998	ENSG00000164091
HUMAN21000	ENSG00000168237
HUMAN21001	ENSG00000114841
HUMAN21002	ENSG00000163930
HUMAN21004	ENSG00000010318
HUMAN21005	ENSG00000010319
HUMAN21006	ENSG00000114854
HUMAN21007	ENSG00000010322
HUMAN21009	ENSG00000010327
HUMAN21010	ENSG00000168268
HUMAN21013	ENSG00000168273
HUMAN21015	ENSG00000163939
HUMAN21016	ENSG00000163938
HUMAN21017	ENSG00000016864
HUMAN21018	ENSG00000114902
HUMAN21019	ENSG00000114904
HUMAN21021	ENSG00000055957
HUMAN21023	ENSG00000162267
HUMAN21024	ENSG00000055955
HUMAN21025	ENSG00000243696
HUMAN21027	ENSG00000248592
HUMAN21031	ENSG00000163935
HUMAN21034	ENSG00000163933
HUMAN21035	ENSG00000163932
HUMAN21036	ENSG00000163931
HUMAN21038	ENSG00000272886
HUMAN21039	ENSG00000157388
HUMAN21041	ENSG00000016391
HUMAN21042	ENSG00000056736
HUMAN21043	ENSG00000113812
HUMAN21044	ENSG00000113811
HUMAN21045	ENSG00000157445
HUMAN21046	ENSG00000144771
HUMAN21047	ENSG00000114251
HUMAN21049	ENSG00000187672
HUMAN21051	ENSG00000180376
HUMAN21053	ENSG00000163946
HUMAN21054	ENSG00000163947
HUMAN21058	ENSG00000186451
HUMAN21059	ENSG00000144730
HUMAN21060	ENSG00000163666
HUMAN21061	ENSG00000157500
HUMAN21062	ENSG00000239388
HUMAN21063	ENSG00000174844
HUMAN21064	ENSG00000174840
HUMAN21065	ENSG00000168374
HUMAN21067	ENSG00000174839
HUMAN21069	ENSG00000163681
HUMAN21071	ENSG00000136068
HUMAN21074	ENSG00000163687
HUMAN21075	ENSG00000163686
HUMAN21077	ENSG00000163684
HUMAN21078	ENSG00000255154
HUMAN21079	ENSG00000168297
HUMAN21082	ENSG00000168291
HUMAN21084	ENSG00000168301
HUMAN21085	ENSG00000168306
HUMAN21090	ENSG00000168309
HUMAN21091	ENSG00000198643
HUMAN21096	ENSG00000163689
HUMAN21098	ENSG00000189283
HUMAN21099	ENSG00000144724
HUMAN21100	ENSG00000114405
HUMAN21101	ENSG00000153266
HUMAN21102	ENSG00000163618
HUMAN21104	ENSG00000163630
HUMAN21107	ENSG00000188817
HUMAN21109	ENSG00000163632
HUMAN21110	ENSG00000163634
HUMAN21111	ENSG00000163635
HUMAN21112	ENSG00000163636
HUMAN21113	ENSG00000163637
HUMAN21115	ENSG00000163638
HUMAN21116	ENSG00000151276
HUMAN21117	ENSG00000144741
HUMAN21120	ENSG00000144749
HUMAN21121	ENSG00000163376
HUMAN21122	ENSG00000172340
HUMAN21124	ENSG00000183662
HUMAN21126	ENSG00000163377
HUMAN21127	ENSG00000163378
HUMAN21129	ENSG00000144747
HUMAN21130	ENSG00000144744
HUMAN21132	ENSG00000144746
HUMAN21135	ENSG00000163380
HUMAN21136	ENSG00000114541
HUMAN21139	ENSG00000187098
HUMAN21142	ENSG00000242120
HUMAN21144	ENSG00000114861
HUMAN21146	ENSG00000163412
HUMAN21147	ENSG00000170837
HUMAN21148	ENSG00000163421
HUMAN21149	ENSG00000163602
HUMAN21150	ENSG00000144736
HUMAN21151	ENSG00000172986
HUMAN21153	ENSG00000163605
HUMAN21155	ENSG00000255423
HUMAN21156	ENSG00000121440
HUMAN21158	ENSG00000113805
HUMAN21159	ENSG00000172969
HUMAN21161	ENSG00000227124
HUMAN21163	ENSG00000185008
HUMAN21166	ENSG00000169855
HUMAN21169	ENSG00000114480
HUMAN21170	ENSG00000175161
HUMAN21171	ENSG00000206538
HUMAN21172	ENSG00000083937
HUMAN21174	ENSG00000064835
HUMAN21175	ENSG00000179097
HUMAN21176	ENSG00000163320
HUMAN21177	ENSG00000175105
HUMAN21178	ENSG00000179021
HUMAN21179	ENSG00000283434
HUMAN21180	ENSG00000044524
HUMAN21181	ENSG00000184500
HUMAN21183	ENSG00000169379
HUMAN21185	ENSG00000178750
HUMAN21186	ENSG00000178700
HUMAN21187	ENSG00000178694
HUMAN21189	ENSG00000080224
HUMAN21192	ENSG00000113966
HUMAN21193	ENSG00000080200
HUMAN21194	ENSG00000170854
HUMAN21195	ENSG00000183185
HUMAN21196	ENSG00000213439
HUMAN21197	ENSG00000196578
HUMAN21198	ENSG00000231192
HUMAN21199	ENSG00000236032
HUMAN21200	ENSG00000233412
HUMAN21202	ENSG00000230301
HUMAN21203	ENSG00000197938
HUMAN21204	ENSG00000232535
HUMAN21205	ENSG00000196098
HUMAN21206	ENSG00000206536
HUMAN21207	ENSG00000232382
HUMAN21208	ENSG00000231861
HUMAN21211	ENSG00000080822
HUMAN21214	ENSG00000080819
HUMAN21215	ENSG00000154165
HUMAN21217	ENSG00000064225
HUMAN21220	ENSG00000057019
HUMAN21222	ENSG00000144810
HUMAN21223	ENSG00000184220
HUMAN21226	ENSG00000168386
HUMAN21228	ENSG00000036054
HUMAN21229	ENSG00000114021
HUMAN21232	ENSG00000154174
HUMAN21233	ENSG00000206535
HUMAN21234	ENSG00000181458
HUMAN21235	ENSG00000144820
HUMAN21236	ENSG00000114354
HUMAN21237	ENSG00000154175
HUMAN21240	ENSG00000081148
HUMAN21241	ENSG00000138468
HUMAN21243	ENSG00000174173
