HUMAN00001	ENST00000335137
HUMAN16354	ENST00000428193
HUMAN16354	ENST00000559463
HUMAN16354	ENST00000344063
HUMAN16354	ENST00000431533
HUMAN16354	ENST00000558815
HUMAN16354	ENST00000560583
HUMAN16361	ENST00000587845
HUMAN16362	ENST00000376325
HUMAN16364	ENST00000425675
HUMAN16364	ENST00000438389
HUMAN16364	ENST00000085068
HUMAN16365	ENST00000635964
HUMAN16366	ENST00000598519
HUMAN16367	ENST00000205194
HUMAN16371	ENST00000587166
HUMAN16371	ENST00000389623
HUMAN16372	ENST00000344158
HUMAN16372	ENST00000413299
HUMAN16373	ENST00000612221
HUMAN16375	ENST00000325421
HUMAN16376	ENST00000221665
HUMAN16378	ENST00000591046
HUMAN16378	ENST00000301073
HUMAN16379	ENST00000568956
HUMAN16380	ENST00000325351
HUMAN16382	ENST00000543039
HUMAN16382	ENST00000545125
HUMAN16382	ENST00000325333
HUMAN16383	ENST00000270451
HUMAN16383	ENST00000588537
HUMAN16383	ENST00000587252
HUMAN16384	ENST00000586790
HUMAN16384	ENST00000588740
HUMAN16384	ENST00000591578
HUMAN16384	ENST00000308964
HUMAN16385	ENST00000450554
HUMAN16385	ENST00000308924
HUMAN16387	ENST00000085079
HUMAN16387	ENST00000270460
HUMAN16387	ENST00000411543
HUMAN16389	ENST00000590200
HUMAN16389	ENST00000332836
HUMAN16390	ENST00000434937
HUMAN16391	ENST00000341750
HUMAN16392	ENST00000589824
HUMAN16392	ENST00000592953
HUMAN16392	ENST00000589093
HUMAN16393	ENST00000587891
HUMAN16393	ENST00000301295
HUMAN16394	ENST00000342929
HUMAN16395	ENST00000590542
HUMAN16395	ENST00000291971
HUMAN16396	ENST00000390649
HUMAN16397	ENST00000610935
HUMAN16399	ENST00000592949
HUMAN16399	ENST00000337080
HUMAN16400	ENST00000440823
HUMAN16400	ENST00000590002
HUMAN16400	ENST00000357330
HUMAN16401	ENST00000358992
HUMAN16401	ENST00000586855
HUMAN16402	ENST00000376267
HUMAN16402	ENST00000534327
HUMAN16403	ENST00000587340
HUMAN16403	ENST00000391713
HUMAN16405	ENST00000649256
HUMAN16405	ENST00000637802
HUMAN16408	ENST00000586929
HUMAN16408	ENST00000619584
HUMAN16408	ENST00000301310
HUMAN16409	ENST00000333201
HUMAN16409	ENST00000291598
HUMAN16411	ENST00000292069
HUMAN16411	ENST00000504904
HUMAN16412	ENST00000591537
HUMAN16412	ENST00000308031
HUMAN16413	ENST00000301318
HUMAN16413	ENST00000591844
HUMAN16415	ENST00000391709
HUMAN16415	ENST00000330619
HUMAN16417	ENST00000328070
HUMAN16418	ENST00000598409
HUMAN16420	ENST00000537055
HUMAN16421	ENST00000599935
HUMAN16421	ENST00000601070
HUMAN16421	ENST00000629319
HUMAN16421	ENST00000593711
HUMAN16423	ENST00000593695
HUMAN16423	ENST00000598410
HUMAN16423	ENST00000599534
HUMAN16423	ENST00000599577
HUMAN16423	ENST00000648694
HUMAN16423	ENST00000649233
HUMAN16423	ENST00000649428
HUMAN16423	ENST00000649680
HUMAN16423	ENST00000649876
HUMAN16423	ENST00000650102
HUMAN16423	ENST00000650632
HUMAN16423	ENST00000326441
HUMAN16424	ENST00000598197
HUMAN16424	ENST00000254181
HUMAN16425	ENST00000269834
HUMAN16426	ENST00000554048
HUMAN16427	ENST00000536056
HUMAN16427	ENST00000263095
HUMAN16430	ENST00000415300
HUMAN16430	ENST00000598785
HUMAN16430	ENST00000302804
HUMAN16432	ENST00000354309
HUMAN16432	ENST00000414468
HUMAN16433	ENST00000537645
HUMAN16433	ENST00000360338
HUMAN16434	ENST00000321545
HUMAN16435	ENST00000443917
HUMAN16437	ENST00000282282
HUMAN16438	ENST00000596755
HUMAN16438	ENST00000543226
HUMAN16439	ENST00000597658
HUMAN16441	ENST00000366197
HUMAN16441	ENST00000336128
HUMAN16446	ENST00000596617
HUMAN16447	ENST00000597410
HUMAN16448	ENST00000601808
HUMAN16448	ENST00000307658
HUMAN16450	ENST00000334181
HUMAN16452	ENST00000321039
HUMAN16454	ENST00000356584
HUMAN16454	ENST00000427512
HUMAN16454	ENST00000343280
HUMAN16459	ENST00000221735
HUMAN16459	ENST00000347466
HUMAN16459	ENST00000415379
HUMAN16459	ENST00000426954
HUMAN16459	ENST00000442920
HUMAN16459	ENST00000424930
HUMAN16461	ENST00000601674
HUMAN16463	ENST00000598770
HUMAN16463	ENST00000282292
HUMAN16464	ENST00000240719
HUMAN16464	ENST00000376233
HUMAN16467	ENST00000325134
HUMAN16467	ENST00000376230
HUMAN16467	ENST00000447310
HUMAN16467	ENST00000457177
HUMAN16468	ENST00000196489
HUMAN16469	ENST00000599456
HUMAN16469	ENST00000597850
HUMAN16470	ENST00000600619
HUMAN16470	ENST00000332854
HUMAN16473	ENST00000396161
HUMAN16475	ENST00000240731
HUMAN16475	ENST00000254182
HUMAN16475	ENST00000347302
HUMAN16475	ENST00000391703
HUMAN16475	ENST00000299871
HUMAN16477	ENST00000612521
HUMAN16477	ENST00000318203
HUMAN16478	ENST00000282296
HUMAN16480	ENST00000451275
HUMAN16480	ENST00000512439
HUMAN16482	ENST00000317398
HUMAN16483	ENST00000317178
HUMAN16486	ENST00000391702
HUMAN16486	ENST00000396150
HUMAN16486	ENST00000396154
HUMAN16489	ENST00000391701
HUMAN16491	ENST00000604231
HUMAN16492	ENST00000594901
HUMAN16498	ENST00000435989
HUMAN16500	ENST00000423137
HUMAN16500	ENST00000339656
HUMAN16503	ENST00000312026
HUMAN16504	ENST00000425570
HUMAN16506	ENST00000282308
HUMAN16507	ENST00000314391
HUMAN16508	ENST00000341164
HUMAN16512	ENST00000282326
HUMAN16513	ENST00000313434
HUMAN16513	ENST00000359978
HUMAN16513	ENST00000511556
HUMAN16513	ENST00000401053
HUMAN16515	ENST00000240727
HUMAN16515	ENST00000421612
HUMAN16515	ENST00000601144
HUMAN16515	ENST00000600404
HUMAN16518	ENST00000358067
HUMAN16518	ENST00000500161
HUMAN16518	ENST00000598312
HUMAN16518	ENST00000597186
HUMAN16519	ENST00000345813
HUMAN16519	ENST00000424679
HUMAN16519	ENST00000610905
HUMAN16519	ENST00000617501
HUMAN16521	ENST00000269829
HUMAN16521	ENST00000596652
HUMAN16524	ENST00000621650
HUMAN16526	ENST00000610038
HUMAN16528	ENST00000329665
HUMAN16529	ENST00000263100
HUMAN16530	ENST00000425453
HUMAN16530	ENST00000311044
HUMAN16532	ENST00000597582
HUMAN16532	ENST00000427624
HUMAN16533	ENST00000598495
HUMAN16534	ENST00000601382
HUMAN16535	ENST00000306910
HUMAN16538	ENST00000254166
HUMAN16539	ENST00000545523
HUMAN16539	ENST00000336614
HUMAN16541	ENST00000196482
HUMAN16541	ENST00000536459
HUMAN16542	ENST00000610298
HUMAN16542	ENST00000594369
HUMAN16543	ENST00000601355
HUMAN16543	ENST00000263093
HUMAN16544	ENST00000594051
HUMAN16544	ENST00000600990
HUMAN16544	ENST00000354590
HUMAN16546	ENST00000341753
HUMAN16546	ENST00000253024
HUMAN16548	ENST00000312547
HUMAN16548	ENST00000601220
HUMAN16548	ENST00000600118
HUMAN16549	ENST00000253023
HUMAN16551	ENST00000594234
HUMAN16551	ENST00000599369
HUMAN16551	ENST00000215057
HUMAN16552	ENST00000327669
HUMAN16553	ENST00000356150
HUMAN16553	ENST00000403657
HUMAN16553	ENST00000403658
HUMAN16553	ENST00000403712
HUMAN16553	ENST00000626873
HUMAN16553	ENST00000402632
HUMAN16553	ENST00000405430
HUMAN16556	ENST00000272065
HUMAN16556	ENST00000272067
HUMAN16556	ENST00000407983
HUMAN16561	ENST00000452023
HUMAN16561	ENST00000619265
HUMAN16561	ENST00000403610
HUMAN16562	ENST00000355654
HUMAN16562	ENST00000281017
HUMAN16567	ENST00000407292
HUMAN16567	ENST00000308624
HUMAN16568	ENST00000329066
HUMAN16568	ENST00000346956
HUMAN16568	ENST00000382198
HUMAN16568	ENST00000382201
HUMAN16568	ENST00000345913
HUMAN16569	ENST00000252804
HUMAN16570	ENST00000407844
HUMAN16570	ENST00000428368
HUMAN16570	ENST00000647694
HUMAN16570	ENST00000647738
HUMAN16570	ENST00000648316
HUMAN16570	ENST00000648928
HUMAN16570	ENST00000649207
HUMAN16570	ENST00000399161
HUMAN16571	ENST00000398659
HUMAN16575	ENST00000324266
HUMAN16575	ENST00000382110
HUMAN16579	ENST00000327435
HUMAN16579	ENST00000382093
HUMAN16583	ENST00000315212
HUMAN16584	ENST00000403564
HUMAN16584	ENST00000406376
HUMAN16584	ENST00000462576
HUMAN16584	ENST00000645674
HUMAN16584	ENST00000646909
HUMAN16584	ENST00000304921
HUMAN16586	ENST00000236693
HUMAN16586	ENST00000349077
HUMAN16586	ENST00000382062
HUMAN16586	ENST00000402794
HUMAN16586	ENST00000402922
HUMAN16586	ENST00000403096
HUMAN16586	ENST00000404205
HUMAN16586	ENST00000418971
HUMAN16587	ENST00000252505
HUMAN16588	ENST00000399143
HUMAN16589	ENST00000322002
HUMAN16590	ENST00000404168
HUMAN16590	ENST00000458098
HUMAN16590	ENST00000256722
HUMAN16592	ENST00000382040
HUMAN16593	ENST00000320892
HUMAN16594	ENST00000331129
HUMAN16594	ENST00000396290
HUMAN16594	ENST00000234091
HUMAN16595	ENST00000319688
HUMAN16595	ENST00000473731
HUMAN16595	ENST00000256707
HUMAN16596	ENST00000305997
HUMAN16598	ENST00000315273
HUMAN16598	ENST00000281419
HUMAN16599	ENST00000238091
HUMAN16599	ENST00000355346
HUMAN16599	ENST00000488451
HUMAN16599	ENST00000360635
HUMAN16601	ENST00000238112
HUMAN16602	ENST00000470914
HUMAN16602	ENST00000482918
HUMAN16602	ENST00000497473
HUMAN16603	ENST00000310823
HUMAN16604	ENST00000238081
HUMAN16604	ENST00000381844
HUMAN16605	ENST00000263663
HUMAN16607	ENST00000405379
HUMAN16607	ENST00000472167
HUMAN16607	ENST00000324907
HUMAN16608	ENST00000535335
HUMAN16608	ENST00000540845
HUMAN16608	ENST00000305883
HUMAN16609	ENST00000381813
HUMAN16610	ENST00000304567
HUMAN16610	ENST00000615152
HUMAN16610	ENST00000641198
HUMAN16610	ENST00000360566
HUMAN16611	ENST00000381765
HUMAN16611	ENST00000613496
HUMAN16611	ENST00000620771
HUMAN16611	ENST00000622018
HUMAN16611	ENST00000307845
HUMAN16613	ENST00000405333
HUMAN16613	ENST00000234111
HUMAN16614	ENST00000345985
HUMAN16614	ENST00000538384
HUMAN16614	ENST00000381685
HUMAN16615	ENST00000635370
HUMAN16616	ENST00000272227
HUMAN16616	ENST00000381611
HUMAN16616	ENST00000404824
HUMAN16616	ENST00000540494
HUMAN16616	ENST00000617249
HUMAN16616	ENST00000404371
HUMAN16617	ENST00000295082
HUMAN16618	ENST00000405022
HUMAN16618	ENST00000381585
HUMAN16620	ENST00000441908
HUMAN16620	ENST00000295083
HUMAN16621	ENST00000315872
HUMAN16622	ENST00000307236
HUMAN16622	ENST00000542100
HUMAN16622	ENST00000546212
HUMAN16622	ENST00000381525
HUMAN16624	ENST00000234142
HUMAN16624	ENST00000263834
HUMAN16624	ENST00000381483
HUMAN16624	ENST00000396123
HUMAN16624	ENST00000381486
HUMAN16626	ENST00000306928
HUMAN16627	ENST00000256720
HUMAN16627	ENST00000396097
HUMAN16627	ENST00000396098
HUMAN16627	ENST00000425416
HUMAN16627	ENST00000449576
HUMAN16629	ENST00000155926
HUMAN16631	ENST00000331243
HUMAN16631	ENST00000295092
HUMAN16632	ENST00000281513
HUMAN16634	ENST00000233084
HUMAN16634	ENST00000381341
HUMAN16635	ENST00000281043
HUMAN16636	ENST00000406434
HUMAN16636	ENST00000381323
HUMAN16637	ENST00000399080
HUMAN16638	ENST00000295156
HUMAN16638	ENST00000406397
HUMAN16638	ENST00000404666
HUMAN16639	ENST00000351948
HUMAN16639	ENST00000402989
HUMAN16639	ENST00000448223
HUMAN16641	ENST00000381254
HUMAN16641	ENST00000317402
HUMAN16642	ENST00000281047
HUMAN16643	ENST00000304101
HUMAN16643	ENST00000403915
HUMAN16644	ENST00000381249
HUMAN16645	ENST00000444297
HUMAN16646	ENST00000304081
HUMAN16646	ENST00000359846
HUMAN16647	ENST00000272223
HUMAN16648	ENST00000333610
HUMAN16650	ENST00000281405
HUMAN16650	ENST00000345530
HUMAN16651	ENST00000421259
HUMAN16651	ENST00000407540
HUMAN16652	ENST00000175091
HUMAN16653	ENST00000381150
HUMAN16653	ENST00000254351
HUMAN16656	ENST00000361078
HUMAN16656	ENST00000403432
HUMAN16656	ENST00000338086
HUMAN16658	ENST00000272233
HUMAN16661	ENST00000304031
HUMAN16664	ENST00000272224
HUMAN16665	ENST00000381090
HUMAN16667	ENST00000233242
HUMAN16668	ENST00000622654
HUMAN16668	ENST00000405799
HUMAN16669	ENST00000486442
HUMAN16670	ENST00000238789
HUMAN16672	ENST00000309033
HUMAN16672	ENST00000404924
HUMAN16673	ENST00000338315
HUMAN16675	ENST00000406895
HUMAN16675	ENST00000295148
HUMAN16677	ENST00000380986
HUMAN16677	ENST00000380991
HUMAN16679	ENST00000233468
HUMAN16680	ENST00000611127
HUMAN16680	ENST00000615575
HUMAN16683	ENST00000238721
HUMAN16683	ENST00000407482
HUMAN16683	ENST00000335934
HUMAN16684	ENST00000313213
HUMAN16685	ENST00000610442
HUMAN16688	ENST00000432434
HUMAN16690	ENST00000361999
HUMAN16690	ENST00000406921
HUMAN16690	ENST00000355123
HUMAN16692	ENST00000288599
HUMAN16692	ENST00000348332
HUMAN16692	ENST00000395856
HUMAN16692	ENST00000405141
HUMAN16692	ENST00000406961
HUMAN16693	ENST00000328379
HUMAN16694	ENST00000260662
HUMAN16694	ENST00000473706
HUMAN16694	ENST00000380834
HUMAN16695	ENST00000405392
HUMAN16697	ENST00000534855
HUMAN16697	ENST00000264711
HUMAN16697	ENST00000380809
HUMAN16699	ENST00000401432
HUMAN16699	ENST00000405108
HUMAN16699	ENST00000403714
HUMAN16700	ENST00000264708
HUMAN16700	ENST00000395826
HUMAN16700	ENST00000405623
HUMAN16700	ENST00000380794
HUMAN16701	ENST00000321117
HUMAN16701	ENST00000380746
HUMAN16701	ENST00000264709
HUMAN16701	ENST00000406659
HUMAN16703	ENST00000404103
HUMAN16703	ENST00000405222
HUMAN16703	ENST00000407038
HUMAN16703	ENST00000407661
HUMAN16703	ENST00000496972
HUMAN16703	ENST00000406818
HUMAN16704	ENST00000404843
HUMAN16704	ENST00000435504
HUMAN16705	ENST00000264712
HUMAN16706	ENST00000264710
HUMAN16707	ENST00000407684
HUMAN16707	ENST00000401533
HUMAN16708	ENST00000646483
HUMAN16708	ENST00000380649
HUMAN16710	ENST00000545822
HUMAN16710	ENST00000317799
HUMAN16712	ENST00000333478
HUMAN16712	ENST00000421160
HUMAN16712	ENST00000447444
HUMAN16712	ENST00000311519
HUMAN16714	ENST00000260585
HUMAN16715	ENST00000288710
HUMAN16716	ENST00000272371
HUMAN16716	ENST00000338581
HUMAN16716	ENST00000339598
HUMAN16716	ENST00000646318
HUMAN16716	ENST00000403946
HUMAN16718	ENST00000329615
HUMAN16720	ENST00000288861
HUMAN16721	ENST00000302909
HUMAN16722	ENST00000344420
HUMAN16723	ENST00000233505
HUMAN16723	ENST00000335756
HUMAN16725	ENST00000401478
HUMAN16725	ENST00000614712
HUMAN16725	ENST00000288699
HUMAN16726	ENST00000402218
HUMAN16726	ENST00000405074
HUMAN16726	ENST00000648289
HUMAN16726	ENST00000233121
HUMAN16727	ENST00000238788
HUMAN16727	ENST00000404032
HUMAN16727	ENST00000321326
HUMAN16730	ENST00000323064
HUMAN16730	ENST00000487078
HUMAN16730	ENST00000360131
HUMAN16733	ENST00000380320
HUMAN16735	ENST00000260598
HUMAN16735	ENST00000260599
HUMAN16738	ENST00000404694
HUMAN16739	ENST00000316470
HUMAN16740	ENST00000260643
HUMAN16742	ENST00000335524
HUMAN16743	ENST00000296096
HUMAN16744	ENST00000408041
HUMAN16744	ENST00000310574
HUMAN16745	ENST00000405489
HUMAN16745	ENST00000606999
HUMAN16745	ENST00000611786
HUMAN16745	ENST00000380171
HUMAN16747	ENST00000428460
HUMAN16748	ENST00000233535
HUMAN16749	ENST00000402462
HUMAN16749	ENST00000406962
HUMAN16749	ENST00000296097
HUMAN16750	ENST00000380075
HUMAN16750	ENST00000296098
HUMAN16751	ENST00000296099
HUMAN16752	ENST00000405983
HUMAN16755	ENST00000264720
HUMAN16755	ENST00000359541
HUMAN16758	ENST00000493344
HUMAN16761	ENST00000537606
HUMAN16761	ENST00000233575
HUMAN16763	ENST00000407879
HUMAN16763	ENST00000323703
HUMAN16764	ENST00000344034
HUMAN16765	ENST00000379863
HUMAN16766	ENST00000288873
HUMAN16766	ENST00000407293
HUMAN16766	ENST00000543753
HUMAN16767	ENST00000359466
HUMAN16767	ENST00000260570
HUMAN16768	ENST00000264703
HUMAN16769	ENST00000264717
HUMAN16771	ENST00000447166
HUMAN16772	ENST00000624185
HUMAN16773	ENST00000408964
HUMAN16774	ENST00000413371
HUMAN16774	ENST00000416005
HUMAN16774	ENST00000556601
HUMAN16774	ENST00000355467
HUMAN16775	ENST00000324364
HUMAN16775	ENST00000394775
HUMAN16776	ENST00000407583
HUMAN16776	ENST00000424214
HUMAN16776	ENST00000458167
HUMAN16776	ENST00000503738
HUMAN16776	ENST00000515877
HUMAN16776	ENST00000610189
HUMAN16776	ENST00000616939
HUMAN16776	ENST00000264718
HUMAN16777	ENST00000404798
HUMAN16777	ENST00000405491
HUMAN16777	ENST00000406540
HUMAN16777	ENST00000464789
HUMAN16777	ENST00000337768
HUMAN16778	ENST00000613058
HUMAN16778	ENST00000326019
HUMAN16780	ENST00000296102
HUMAN16780	ENST00000379666
HUMAN16782	ENST00000302188
HUMAN16787	ENST00000342045
HUMAN16787	ENST00000361704
HUMAN16787	ENST00000379624
HUMAN16787	ENST00000379632
HUMAN16787	ENST00000344773
HUMAN16790	ENST00000379619
HUMAN16790	ENST00000264716
HUMAN16791	ENST00000422425
HUMAN16791	ENST00000327757
HUMAN16793	ENST00000296122
HUMAN16793	ENST00000395366
HUMAN16793	ENST00000358506
HUMAN16795	ENST00000334056
HUMAN16795	ENST00000379579
HUMAN16796	ENST00000306108
HUMAN16797	ENST00000407426
HUMAN16798	ENST00000379558
HUMAN16799	ENST00000331664
HUMAN16800	ENST00000320081
HUMAN16800	ENST00000401605
HUMAN16800	ENST00000404424
HUMAN16801	ENST00000389048
HUMAN16803	ENST00000261353
HUMAN16803	ENST00000379519
HUMAN16803	ENST00000402003
HUMAN16803	ENST00000402708
HUMAN16803	ENST00000379520
HUMAN16806	ENST00000401506
HUMAN16809	ENST00000379509
HUMAN16809	ENST00000309052
HUMAN16809	ENST00000319406
HUMAN16811	ENST00000458085
HUMAN16811	ENST00000295055
HUMAN16813	ENST00000406653
HUMAN16813	ENST00000324589
HUMAN16813	ENST00000349752
HUMAN16815	ENST00000403897
HUMAN16816	ENST00000322054
HUMAN16817	ENST00000379416
HUMAN16818	ENST00000622030
HUMAN16819	ENST00000295065
HUMAN16819	ENST00000404530
HUMAN16819	ENST00000426310
HUMAN16819	ENST00000379383
HUMAN16821	ENST00000295066
HUMAN16821	ENST00000342166
HUMAN16822	ENST00000315285
HUMAN16822	ENST00000345662
HUMAN16822	ENST00000642999
HUMAN16822	ENST00000644954
HUMAN16822	ENST00000646571
HUMAN16822	ENST00000615843
HUMAN16823	ENST00000282587
HUMAN16823	ENST00000357055
HUMAN16823	ENST00000435660
HUMAN16823	ENST00000379343
HUMAN16825	ENST00000342905
HUMAN16825	ENST00000402280
HUMAN16825	ENST00000360906
HUMAN16826	ENST00000238831
HUMAN16828	ENST00000421745
HUMAN16829	ENST00000317907
HUMAN16833	ENST00000404525
HUMAN16833	ENST00000407925
HUMAN16833	ENST00000404816
HUMAN16834	ENST00000402538
HUMAN16835	ENST00000238823
HUMAN16836	ENST00000280527
HUMAN16838	ENST00000405912
HUMAN16838	ENST00000379245
HUMAN16839	ENST00000379241
HUMAN16839	ENST00000389975
HUMAN16839	ENST00000401530
HUMAN16839	ENST00000379242
HUMAN16839	ENST00000457137
HUMAN16842	ENST00000379213
HUMAN16842	ENST00000263918
HUMAN16844	ENST00000233099
HUMAN16845	ENST00000281932
HUMAN16845	ENST00000409774
HUMAN16846	ENST00000395127
HUMAN16846	ENST00000405334
HUMAN16846	ENST00000647926
HUMAN16846	ENST00000233057
HUMAN16847	ENST00000535679
HUMAN16848	ENST00000392061
HUMAN16848	ENST00000397064
HUMAN16848	ENST00000397226
HUMAN16848	ENST00000406711
HUMAN16848	ENST00000402297
HUMAN16849	ENST00000234170
HUMAN16850	ENST00000336237
HUMAN16850	ENST00000002125
HUMAN16851	ENST00000234179
HUMAN16851	ENST00000379066
HUMAN16853	ENST00000338415
HUMAN16854	ENST00000295324
HUMAN16854	ENST00000611976
HUMAN16855	ENST00000406384
HUMAN16855	ENST00000417700
HUMAN16855	ENST00000354545
HUMAN16857	ENST00000614273
HUMAN16857	ENST00000610745
HUMAN16858	ENST00000402054
HUMAN16858	ENST00000419554
HUMAN16858	ENST00000452935
HUMAN16858	ENST00000651368
HUMAN16858	ENST00000378954
HUMAN16861	ENST00000409328
HUMAN16861	ENST00000409636
HUMAN16861	ENST00000410076
HUMAN16861	ENST00000449105
HUMAN16862	ENST00000272252
HUMAN16864	ENST00000431066
HUMAN16864	ENST00000443213
HUMAN16864	ENST00000446327
HUMAN16864	ENST00000313117
HUMAN16867	ENST00000281950
HUMAN16869	ENST00000457308
HUMAN16870	ENST00000409665
HUMAN16870	ENST00000410014
HUMAN16870	ENST00000340556
HUMAN16873	ENST00000398800
HUMAN16873	ENST00000409978
HUMAN16875	ENST00000402219
HUMAN16875	ENST00000426016
HUMAN16877	ENST00000378803
HUMAN16877	ENST00000395035
HUMAN16878	ENST00000263881
HUMAN16880	ENST00000618232
HUMAN16880	ENST00000281961
HUMAN16881	ENST00000378727
HUMAN16881	ENST00000505747
HUMAN16883	ENST00000332839
HUMAN16883	ENST00000402441
HUMAN16883	ENST00000405269
HUMAN16883	ENST00000405901
HUMAN16883	ENST00000406391
HUMAN16883	ENST00000406785
HUMAN16883	ENST00000408028
HUMAN16883	ENST00000403092
HUMAN16884	ENST00000647556
HUMAN16884	ENST00000378711
HUMAN16885	ENST00000294964
HUMAN16886	ENST00000401738
HUMAN16888	ENST00000234301
HUMAN16888	ENST00000378669
HUMAN16891	ENST00000394973
HUMAN16891	ENST00000306078
HUMAN16893	ENST00000407270
HUMAN16893	ENST00000405094
HUMAN16894	ENST00000378661
HUMAN16895	ENST00000294973
HUMAN16896	ENST00000282388
HUMAN16897	ENST00000402360
HUMAN16897	ENST00000404790
HUMAN16897	ENST00000405006
HUMAN16897	ENST00000405975
HUMAN16899	ENST00000282406
HUMAN16901	ENST00000475092
HUMAN16905	ENST00000260605
HUMAN16905	ENST00000398823
HUMAN16905	ENST00000406852
HUMAN16905	ENST00000605786
HUMAN16907	ENST00000405322
HUMAN16907	ENST00000260645
HUMAN16909	ENST00000272286
HUMAN16910	ENST00000260665
HUMAN16911	ENST00000345249
HUMAN16911	ENST00000378551
HUMAN16911	ENST00000409432
HUMAN16911	ENST00000282412
HUMAN16912	ENST00000409229
HUMAN16912	ENST00000409380
HUMAN16912	ENST00000409740
HUMAN16912	ENST00000409741
HUMAN16912	ENST00000410056
HUMAN16912	ENST00000260649
HUMAN16915	ENST00000260648
HUMAN16915	ENST00000378511
HUMAN16915	ENST00000378520
HUMAN16915	ENST00000409272
HUMAN16915	ENST00000409411
HUMAN16915	ENST00000409936
HUMAN16915	ENST00000409957
HUMAN16915	ENST00000410081
HUMAN16915	ENST00000426481
HUMAN16915	ENST00000541738
HUMAN16915	ENST00000425263
HUMAN16918	ENST00000403853
HUMAN16918	ENST00000378494
HUMAN16919	ENST00000260653
HUMAN16920	ENST00000303077
HUMAN16921	ENST00000263736
HUMAN16922	ENST00000306156
HUMAN16923	ENST00000263734
HUMAN16924	ENST00000434431
HUMAN16925	ENST00000522587
HUMAN16925	ENST00000306448
HUMAN16926	ENST00000238738
HUMAN16929	ENST00000281382
HUMAN16929	ENST00000306465
HUMAN16932	ENST00000238892
HUMAN16933	ENST00000394861
HUMAN16933	ENST00000306503
HUMAN16935	ENST00000319466
HUMAN16935	ENST00000409147
HUMAN16935	ENST00000409207
HUMAN16935	ENST00000409218
HUMAN16935	ENST00000409800
HUMAN16935	ENST00000409913
HUMAN16935	ENST00000409973
HUMAN16935	ENST00000412438
HUMAN16935	ENST00000409105
HUMAN16935	ENST00000444761
HUMAN16937	ENST00000319190
HUMAN16937	ENST00000394850
HUMAN16939	ENST00000294947
HUMAN16939	ENST00000445927
HUMAN16941	ENST00000456319
HUMAN16943	ENST00000456133
HUMAN16943	ENST00000405271
HUMAN16945	ENST00000543555
HUMAN16945	ENST00000233146
HUMAN16946	ENST00000327876
HUMAN16947	ENST00000538136
HUMAN16947	ENST00000540021
HUMAN16947	ENST00000614496
HUMAN16947	ENST00000234420
HUMAN16948	ENST00000402508
HUMAN16948	ENST00000403359
HUMAN16949	ENST00000340553
HUMAN16952	ENST00000281394
HUMAN16952	ENST00000449090
HUMAN16952	ENST00000294952
